filename,page_number,chunk_number,chunk
Python Ethical Hacking from Scratch.pdf,133,1,"120 Malware Development Sockets are generally used in client-server communication, where one node is a client initiating a connection, while the other node is a server responding to that connection. At each end of the connection, each process, such as a network initiation program or a network responding program, will employ a socket. A socket is typically identified by an IP address concatenated with a port number. In a typical scenario, a server usually listens on a certain port for incoming connection req"
Python Ethical Hacking from Scratch.pdf,133,2,"uests from clients. Once a client request arrives, the server accepts the request and initiates a socket connection with the client. Servers implementing specific services, such as HTTP, FTP, and telnet, listen on popular well-known ports such as 80, 21, and 23. Ports from 1-1024 are regarded as well-known ports and should not be used in implementing your own programs as they are already reserved. Let's try to understand how sockets work in Python and, in the next section, we will learn how we can use this "
Python Ethical Hacking from Scratch.pdf,133,3,"to our advantage to create our malware program. CreatingasocketinPython To create a socket in Python, we can utilize the socket library. This library is part of Python's standard package, so we don't need to install anything. This module can be imported by simply typing the following code: import socket Let's take a look at the Application Programming Interface (API ) of this module. An API is a software interface to a code base that lets you access the functionality of the code with some level of abstr"
Python Ethical Hacking from Scratch.pdf,133,4,"action. socket.socket() API To create a socket object, we can make use of the following function, called socket() . Let's take a look at the parameters of this method. To see what parameters are available for a function in VS Code, you can simply write the function name and then, using VS Code Intelli Sense technology (which helps you write code and helps you with suggestions), you can see what parameters are required. To access this menu, if you just put your cursor on the name of the function, a small pop"
Python Ethical Hacking from Scratch.pdf,133,5,"up will appear, indicating the parameters required by this method. If you want to see the detailed implementation of this method, you can right-click on the name of the socket function and select Go to definition. This will open a file where this method is defined. Be careful not to change anything here. If you are not using VS Code, you can read the documentation relating to the Python socket module here: https://docs.python.org/3/library/socket.html . The implementation of this method will look like this:"
Python Ethical Hacking from Scratch.pdf,134,1,"Socket programming in Python 121 Figure 6.1 – Socket class constructor The preceding screenshot shows that a socket is a class, and its constructor requires family, type, and proto parameters. We will discuss these parameters when we start building our programs in the next section of this chapter. For now, you just need to understand tha"
Python Ethical Hacking from Scratch.pdf,134,2,"t calling the constructor of this socket class returns a socket object that can be used to communicate with other devices. socket.bind()API Once you have created a socket object, to create a server, you need to bind a socket to the IP address and port that the socket will utilize for communication. Note that this function is only used w"
Python Ethical Hacking from Scratch.pdf,134,3,"hen creating a server program. For servers, these must be explicitly assigned since the server has to listen for incoming connections on a specified port. In the case of a client, the IP and port are automatically assigned, so you will not use this function. socket.listen() API The socket.listen() method is used by servers to listen for "
Python Ethical Hacking from Scratch.pdf,134,4,"any incoming connection as per the configuration assigned in the socket.bind() method. In other words, it waits for any connection attempt to the specified IP on the specified port. This requires a queue size for the number of connections to be held in a queue before it starts rejecting connections. For example, socket.listen(5) means th"
Python Ethical Hacking from Scratch.pdf,134,5,"at it will allow five connections at a time. socket.accept()API As the name indicates, the socket.accept() API accepts connections made by clients. This is a blocking function call, which means that program execution will pause here until a connection is successfully made. Once a connection is made, execution of the program will continue."
Python Ethical Hacking from Scratch.pdf,135,1,"122 Malware Development socket.connect() As we have seen that socket.accept() blocks execution until a client connects, the question now arises, how do clients connect? This is where socket.connect() comes into play. This method initiates a connection to the server and if a server is waiting for incoming connections, communication will follow. When a call to socket.connect() happens, socket.accept() gets unblocked in the server and execution of the program continues. Don't worry "
